order_id,item_name,item_id,item_cat,item_size
489,Iced Americano,It009,Drinks,Medium
490,Toast,It014,Bakery,
490,Sandwich Salami&Mozzarella,It013,Bakery,
490,Hot Chocolate,It008,Drinks,Medium
490,Tea,It019,Drinks,
491,Tramisu,It023,Bakery,
491,Mocha,It006,Drinks,Medium
491,Iced Tea,It011,Drinks,Medium
491,Lemonade,It012,Drinks,Medium
492,Latte,It002,Drinks,Medium
492,Croissant,It015,Bakery,
492,Espresso,It005,Drinks,
493,Tea,It019,Drinks,
493,Cookie,It017,Bakery,
494,Cheesecake,It018,Bakery,
494,Donut,It024,Bakery,
495,Carrot Cake,It026,Bakery,
495,Iced Latte,It010,Drinks,Medium
495,Iced Americano,It009,Drinks,Medium
496,Iced Latte,It010,Drinks,Medium
496,Americano,It022,Drinks,Medium
496,Iced Americano,It009,Drinks,Medium
497,Toast,It014,Bakery,
497,Caramel Macchiato,It004,Drinks,Medium
497,Americano,It022,Drinks,Medium
498,Flat White,It003,Drinks,
498,Cookie,It017,Bakery,
498,Lemonade,It012,Drinks,Medium
498,Iced Mocha,It021,Drinks,Medium
499,Sandwich Salami&Mozzarella,It013,Bakery,
499,Flat White,It003,Drinks,
500,Donut,It024,Bakery,
500,Toast,It014,Bakery,
500,Herbal Tea,It020,Drinks,
500,Carrot Cake,It026,Bakery,
501,Toast,It014,Bakery,
501,Flat White,It003,Drinks,
501,Cheesecake,It018,Bakery,
502,Cookie,It017,Bakery,
502,White Mocha,It007,Drinks,Medium
502,Iced Latte,It010,Drinks,Medium
503,Apple Pie,It025,Bakery,
503,Cookie,It017,Bakery,
503,Caramel Macchiato,It004,Drinks,Medium
504,Apple Pie,It025,Bakery,
504,White Mocha,It007,Drinks,Medium
504,Cookie,It017,Bakery,
504,Iced Mocha,It021,Drinks,Medium
505,Americano,It022,Drinks,Medium
505,Cappuccino,It001,Drinks,Medium
505,Herbal Tea,It020,Drinks,
505,Croissant,It015,Bakery,
506,Cheesecake,It018,Bakery,
506,Espresso,It005,Drinks,
506,Cappuccino,It001,Drinks,Medium
506,Latte,It002,Drinks,Medium
507,Toast,It014,Bakery,
507,Carrot Cake,It026,Bakery,
508,Donut,It024,Bakery,
508,Iced Americano,It009,Drinks,Medium
509,Iced Mocha,It021,Drinks,Medium
509,Toast,It014,Bakery,
510,Mocha,It006,Drinks,Medium
510,White Mocha,It007,Drinks,Medium
510,Lemonade,It012,Drinks,Medium
510,Caramel Macchiato,It004,Drinks,Medium
511,Americano,It022,Drinks,Medium
511,Cookie,It017,Bakery,
511,Cheesecake,It018,Bakery,
512,Croissant,It015,Bakery,
512,Iced Americano,It009,Drinks,Medium
512,Caramel Macchiato,It004,Drinks,Medium
513,Herbal Tea,It020,Drinks,
513,Sandwich Salami&Mozzarella,It013,Bakery,
513,Iced Mocha,It021,Drinks,Medium
513,Donut,It024,Bakery,
514,Carrot Cake,It026,Bakery,
514,Iced Americano,It009,Drinks,Medium
515,Brownie,It016,Bakery,
515,Sandwich Salami&Mozzarella,It013,Bakery,
515,Iced Tea,It011,Drinks,Medium
515,Apple Pie,It025,Bakery,
516,Americano,It022,Drinks,Medium
516,Toast,It014,Bakery,
517,Iced Latte,It010,Drinks,Medium
517,Mocha,It006,Drinks,Medium
518,Apple Pie,It025,Bakery,
518,Donut,It024,Bakery,
518,Herbal Tea,It020,Drinks,
518,Iced Americano,It009,Drinks,Medium
519,Iced Mocha,It021,Drinks,Medium
519,Tramisu,It023,Bakery,
519,Iced Tea,It011,Drinks,Medium
519,Toast,It014,Bakery,
520,Herbal Tea,It020,Drinks,
520,Cappuccino,It001,Drinks,Medium
521,Espresso,It005,Drinks,
521,Iced Mocha,It021,Drinks,Medium
522,Flat White,It003,Drinks,
522,Herbal Tea,It020,Drinks,
522,Latte,It002,Drinks,Medium
523,Iced Latte,It010,Drinks,Medium
523,Americano,It022,Drinks,Medium
523,Croissant,It015,Bakery,
523,Donut,It024,Bakery,
524,Sandwich Salami&Mozzarella,It013,Bakery,
524,Espresso,It005,Drinks,
524,White Mocha,It007,Drinks,Medium
524,Hot Chocolate,It008,Drinks,Medium
525,Hot Chocolate,It008,Drinks,Medium
525,Brownie,It016,Bakery,
525,White Mocha,It007,Drinks,Medium
525,Apple Pie,It025,Bakery,
526,Latte,It002,Drinks,Medium
526,Hot Chocolate,It008,Drinks,Medium
527,Americano,It022,Drinks,Medium
527,Tramisu,It023,Bakery,
527,Mocha,It006,Drinks,Medium
527,White Mocha,It007,Drinks,Medium
528,Tea,It019,Drinks,
528,Iced Tea,It011,Drinks,Medium
528,Hot Chocolate,It008,Drinks,Medium
529,Croissant,It015,Bakery,
529,Hot Chocolate,It008,Drinks,Medium
529,Iced Mocha,It021,Drinks,Medium
529,Iced Latte,It010,Drinks,Medium
530,Mocha,It006,Drinks,Medium
530,Tea,It019,Drinks,
531,Brownie,It016,Bakery,
531,Cookie,It017,Bakery,
531,Iced Tea,It011,Drinks,Medium
531,Mocha,It006,Drinks,Medium
532,Hot Chocolate,It008,Drinks,Medium
532,Cappuccino,It001,Drinks,Medium
532,Iced Mocha,It021,Drinks,Medium
533,Cappuccino,It001,Drinks,Medium
533,Apple Pie,It025,Bakery,
533,Iced Tea,It011,Drinks,Medium
534,Lemonade,It012,Drinks,Medium
534,Cookie,It017,Bakery,
534,Iced Latte,It010,Drinks,Medium
535,Tramisu,It023,Bakery,
535,Iced Americano,It009,Drinks,Medium
535,Donut,It024,Bakery,
536,Iced Latte,It010,Drinks,Medium
536,Croissant,It015,Bakery,
536,Tramisu,It023,Bakery,
537,White Mocha,It007,Drinks,Medium
537,Iced Americano,It009,Drinks,Medium
538,Iced Latte,It010,Drinks,Medium
538,Tea,It019,Drinks,
538,Lemonade,It012,Drinks,Medium
538,Tramisu,It023,Bakery,
539,Americano,It022,Drinks,Medium
539,Apple Pie,It025,Bakery,
540,Tramisu,It023,Bakery,
540,Latte,It002,Drinks,Medium
540,Sandwich Salami&Mozzarella,It013,Bakery,
540,Brownie,It016,Bakery,
541,Americano,It022,Drinks,Medium
541,Carrot Cake,It026,Bakery,
542,Latte,It002,Drinks,Medium
542,Cheesecake,It018,Bakery,
542,Americano,It022,Drinks,Medium
542,Iced Tea,It011,Drinks,Medium
543,Iced Americano,It009,Drinks,Medium
543,Toast,It014,Bakery,
543,Latte,It002,Drinks,Medium
544,Tea,It019,Drinks,
544,Sandwich Salami&Mozzarella,It013,Bakery,
544,Flat White,It003,Drinks,
544,White Mocha,It007,Drinks,Medium
545,Brownie,It016,Bakery,
545,Carrot Cake,It026,Bakery,
546,Tramisu,It023,Bakery,
546,Sandwich Salami&Mozzarella,It013,Bakery,
546,Iced Tea,It011,Drinks,Medium
546,Tea,It019,Drinks,
547,Iced Latte,It010,Drinks,Medium
547,Toast,It014,Bakery,
548,Toast,It014,Bakery,
548,Tea,It019,Drinks,
548,Iced Tea,It011,Drinks,Medium
548,Croissant,It015,Bakery,
549,Brownie,It016,Bakery,
549,Donut,It024,Bakery,
549,Cappuccino,It001,Drinks,Medium
550,Carrot Cake,It026,Bakery,
550,Croissant,It015,Bakery,
550,Mocha,It006,Drinks,Medium
550,Cookie,It017,Bakery,
551,Flat White,It003,Drinks,
551,Herbal Tea,It020,Drinks,
551,White Mocha,It007,Drinks,Medium
552,Croissant,It015,Bakery,
552,Americano,It022,Drinks,Medium
553,Brownie,It016,Bakery,
553,Donut,It024,Bakery,
553,Sandwich Salami&Mozzarella,It013,Bakery,
554,Toast,It014,Bakery,
554,Donut,It024,Bakery,
554,Cheesecake,It018,Bakery,
554,Iced Mocha,It021,Drinks,Medium
555,Mocha,It006,Drinks,Medium
555,Herbal Tea,It020,Drinks,
555,Caramel Macchiato,It004,Drinks,Medium
555,Iced Americano,It009,Drinks,Medium
556,Carrot Cake,It026,Bakery,
556,Mocha,It006,Drinks,Medium
556,Caramel Macchiato,It004,Drinks,Medium
557,Carrot Cake,It026,Bakery,
557,Latte,It002,Drinks,Medium
557,Iced Mocha,It021,Drinks,Medium
558,Latte,It002,Drinks,Medium
558,Cookie,It017,Bakery,
559,Herbal Tea,It020,Drinks,
559,Apple Pie,It025,Bakery,
560,Cookie,It017,Bakery,
560,Herbal Tea,It020,Drinks,
560,Tramisu,It023,Bakery,
561,Flat White,It003,Drinks,
561,Mocha,It006,Drinks,Medium
561,Lemonade,It012,Drinks,Medium
561,Espresso,It005,Drinks,
562,Brownie,It016,Bakery,
562,Tramisu,It023,Bakery,
562,Caramel Macchiato,It004,Drinks,Medium
562,Hot Chocolate,It008,Drinks,Medium
563,Cheesecake,It018,Bakery,
563,Latte,It002,Drinks,Medium
563,Toast,It014,Bakery,
563,Espresso,It005,Drinks,
564,Sandwich Salami&Mozzarella,It013,Bakery,
564,Lemonade,It012,Drinks,Medium
565,Sandwich Salami&Mozzarella,It013,Bakery,
565,Toast,It014,Bakery,
565,Brownie,It016,Bakery,
566,Iced Latte,It010,Drinks,Medium
566,Iced Mocha,It021,Drinks,Medium
566,Herbal Tea,It020,Drinks,
566,Latte,It002,Drinks,Medium
567,Iced Latte,It010,Drinks,Medium
567,Carrot Cake,It026,Bakery,
567,Apple Pie,It025,Bakery,
568,Iced Latte,It010,Drinks,Medium
568,Mocha,It006,Drinks,Medium
568,Hot Chocolate,It008,Drinks,Medium
569,Mocha,It006,Drinks,Medium
569,Latte,It002,Drinks,Medium
569,Iced Mocha,It021,Drinks,Medium
569,Herbal Tea,It020,Drinks,
570,Espresso,It005,Drinks,
570,Carrot Cake,It026,Bakery,
570,Apple Pie,It025,Bakery,
570,Cheesecake,It018,Bakery,
571,Hot Chocolate,It008,Drinks,Medium
571,Toast,It014,Bakery,
571,Croissant,It015,Bakery,
572,Flat White,It003,Drinks,
572,Caramel Macchiato,It004,Drinks,Medium
572,Croissant,It015,Bakery,
573,Mocha,It006,Drinks,Medium
573,Apple Pie,It025,Bakery,
573,Carrot Cake,It026,Bakery,
573,Flat White,It003,Drinks,
574,Hot Chocolate,It008,Drinks,Medium
574,Tramisu,It023,Bakery,
574,Donut,It024,Bakery,
574,White Mocha,It007,Drinks,Medium
575,Iced Tea,It011,Drinks,Medium
575,Cheesecake,It018,Bakery,
576,Brownie,It016,Bakery,
576,Herbal Tea,It020,Drinks,
577,Tramisu,It023,Bakery,
577,Iced Americano,It009,Drinks,Medium
577,Flat White,It003,Drinks,
578,White Mocha,It007,Drinks,Medium
578,Tea,It019,Drinks,
578,Cookie,It017,Bakery,
579,Tea,It019,Drinks,
579,Tramisu,It023,Bakery,
579,Caramel Macchiato,It004,Drinks,Medium
579,Espresso,It005,Drinks,
580,Iced Americano,It009,Drinks,Medium
580,White Mocha,It007,Drinks,Medium
580,Espresso,It005,Drinks,
580,Iced Tea,It011,Drinks,Medium
581,Iced Americano,It009,Drinks,Medium
581,Espresso,It005,Drinks,
582,Americano,It022,Drinks,Medium
582,Brownie,It016,Bakery,
582,Cheesecake,It018,Bakery,
583,Toast,It014,Bakery,
583,Hot Chocolate,It008,Drinks,Medium
583,Espresso,It005,Drinks,
584,Iced Latte,It010,Drinks,Medium
584,Donut,It024,Bakery,
584,Caramel Macchiato,It004,Drinks,Medium
585,Cheesecake,It018,Bakery,
585,Hot Chocolate,It008,Drinks,Medium
586,Donut,It024,Bakery,
586,Hot Chocolate,It008,Drinks,Medium
587,Carrot Cake,It026,Bakery,
587,Tramisu,It023,Bakery,
587,Tea,It019,Drinks,
588,Toast,It014,Bakery,
588,Lemonade,It012,Drinks,Medium
588,Cookie,It017,Bakery,
589,Croissant,It015,Bakery,
589,Cappuccino,It001,Drinks,Medium
590,Caramel Macchiato,It004,Drinks,Medium
590,Iced Americano,It009,Drinks,Medium
590,Tea,It019,Drinks,
591,Donut,It024,Bakery,
591,Flat White,It003,Drinks,
591,Iced Mocha,It021,Drinks,Medium
592,Lemonade,It012,Drinks,Medium
592,Iced Tea,It011,Drinks,Medium
593,Herbal Tea,It020,Drinks,
593,Americano,It022,Drinks,Medium
594,Tramisu,It023,Bakery,
594,Caramel Macchiato,It004,Drinks,Medium
595,Apple Pie,It025,Bakery,
595,Mocha,It006,Drinks,Medium
595,Iced Americano,It009,Drinks,Medium
596,Latte,It002,Drinks,Medium
596,Iced Americano,It009,Drinks,Medium
596,Iced Tea,It011,Drinks,Medium
596,Herbal Tea,It020,Drinks,
597,Cheesecake,It018,Bakery,
597,Mocha,It006,Drinks,Medium
597,Iced Latte,It010,Drinks,Medium
597,Cappuccino,It001,Drinks,Medium
598,Espresso,It005,Drinks,
598,Brownie,It016,Bakery,
599,Toast,It014,Bakery,
599,Apple Pie,It025,Bakery,
600,Latte,It002,Drinks,Medium
600,Toast,It014,Bakery,
600,Hot Chocolate,It008,Drinks,Medium
601,Iced Americano,It009,Drinks,Medium
601,Toast,It014,Bakery,
601,Espresso,It005,Drinks,
602,Tramisu,It023,Bakery,
602,Carrot Cake,It026,Bakery,
602,Toast,It014,Bakery,
602,Iced Tea,It011,Drinks,Medium
603,Caramel Macchiato,It004,Drinks,Medium
603,Croissant,It015,Bakery,
603,Brownie,It016,Bakery,
603,Mocha,It006,Drinks,Medium
604,Carrot Cake,It026,Bakery,
604,Flat White,It003,Drinks,
604,Tramisu,It023,Bakery,
604,Croissant,It015,Bakery,
605,Cheesecake,It018,Bakery,
605,Toast,It014,Bakery,
606,Espresso,It005,Drinks,
606,Latte,It002,Drinks,Medium
606,Cappuccino,It001,Drinks,Medium
607,Tea,It019,Drinks,
607,Iced Tea,It011,Drinks,Medium
607,Flat White,It003,Drinks,
608,Apple Pie,It025,Bakery,
608,Herbal Tea,It020,Drinks,
609,Tea,It019,Drinks,
609,Cappuccino,It001,Drinks,Medium
610,Cookie,It017,Bakery,
610,Donut,It024,Bakery,
611,Carrot Cake,It026,Bakery,
611,Cappuccino,It001,Drinks,Medium
611,Latte,It002,Drinks,Medium
611,Donut,It024,Bakery,
612,Sandwich Salami&Mozzarella,It013,Bakery,
612,Iced Mocha,It021,Drinks,Medium
612,Latte,It002,Drinks,Medium
612,Mocha,It006,Drinks,Medium
613,Carrot Cake,It026,Bakery,
613,Lemonade,It012,Drinks,Medium
613,Iced Mocha,It021,Drinks,Medium
613,Espresso,It005,Drinks,
614,Hot Chocolate,It008,Drinks,Medium
614,Croissant,It015,Bakery,
615,Cookie,It017,Bakery,
615,Mocha,It006,Drinks,Medium
615,Iced Latte,It010,Drinks,Medium
616,Cappuccino,It001,Drinks,Medium
616,Tramisu,It023,Bakery,
616,Apple Pie,It025,Bakery,
617,Apple Pie,It025,Bakery,
617,Iced Americano,It009,Drinks,Medium
617,Cappuccino,It001,Drinks,Medium
617,Caramel Macchiato,It004,Drinks,Medium
618,Sandwich Salami&Mozzarella,It013,Bakery,
618,Iced Americano,It009,Drinks,Medium
619,Cookie,It017,Bakery,
619,Donut,It024,Bakery,
619,Brownie,It016,Bakery,
620,Iced Americano,It009,Drinks,Medium
620,Latte,It002,Drinks,Medium
621,Hot Chocolate,It008,Drinks,Medium
621,Carrot Cake,It026,Bakery,
621,Tea,It019,Drinks,
621,Sandwich Salami&Mozzarella,It013,Bakery,
622,Espresso,It005,Drinks,
622,Tea,It019,Drinks,
623,Espresso,It005,Drinks,
623,Carrot Cake,It026,Bakery,
624,Iced Latte,It010,Drinks,Medium
624,Cookie,It017,Bakery,
624,Croissant,It015,Bakery,
625,Tea,It019,Drinks,
625,Mocha,It006,Drinks,Medium
626,Caramel Macchiato,It004,Drinks,Medium
626,Iced Tea,It011,Drinks,Medium
627,Hot Chocolate,It008,Drinks,Medium
627,Croissant,It015,Bakery,
628,Americano,It022,Drinks,Medium
628,Lemonade,It012,Drinks,Medium
629,Iced Tea,It011,Drinks,Medium
629,Cheesecake,It018,Bakery,
630,Iced Mocha,It021,Drinks,Medium
630,Apple Pie,It025,Bakery,
630,Mocha,It006,Drinks,Medium
631,Brownie,It016,Bakery,
631,Herbal Tea,It020,Drinks,
631,Hot Chocolate,It008,Drinks,Medium
631,Cheesecake,It018,Bakery,
632,Caramel Macchiato,It004,Drinks,Medium
632,Lemonade,It012,Drinks,Medium
632,Carrot Cake,It026,Bakery,
632,Herbal Tea,It020,Drinks,
633,Herbal Tea,It020,Drinks,
633,Tramisu,It023,Bakery,
634,Herbal Tea,It020,Drinks,
634,Croissant,It015,Bakery,
634,Carrot Cake,It026,Bakery,
635,Croissant,It015,Bakery,
635,Cappuccino,It001,Drinks,Medium
636,Americano,It022,Drinks,Medium
636,Caramel Macchiato,It004,Drinks,Medium
636,Donut,It024,Bakery,
637,Espresso,It005,Drinks,
637,Toast,It014,Bakery,
638,Americano,It022,Drinks,Medium
638,Brownie,It016,Bakery,
638,Sandwich Salami&Mozzarella,It013,Bakery,
639,Latte,It002,Drinks,Medium
639,Espresso,It005,Drinks,
640,Hot Chocolate,It008,Drinks,Medium
640,Iced Americano,It009,Drinks,Medium
641,Tea,It019,Drinks,
641,Croissant,It015,Bakery,
642,Donut,It024,Bakery,
642,Carrot Cake,It026,Bakery,
643,Sandwich Salami&Mozzarella,It013,Bakery,
643,Hot Chocolate,It008,Drinks,Medium
644,Tea,It019,Drinks,
644,Iced Mocha,It021,Drinks,Medium
644,Iced Latte,It010,Drinks,Medium
644,Espresso,It005,Drinks,
645,Cappuccino,It001,Drinks,Medium
645,Americano,It022,Drinks,Medium
645,Donut,It024,Bakery,
646,Lemonade,It012,Drinks,Medium
646,Iced Americano,It009,Drinks,Medium
647,Donut,It024,Bakery,
647,Toast,It014,Bakery,
648,Cappuccino,It001,Drinks,Medium
648,Mocha,It006,Drinks,Medium
648,Donut,It024,Bakery,
649,Caramel Macchiato,It004,Drinks,Medium
649,Sandwich Salami&Mozzarella,It013,Bakery,
650,Apple Pie,It025,Bakery,
650,Iced Latte,It010,Drinks,Medium
650,Iced Americano,It009,Drinks,Medium
650,Croissant,It015,Bakery,
651,Croissant,It015,Bakery,
651,Cheesecake,It018,Bakery,
651,Brownie,It016,Bakery,
652,Tea,It019,Drinks,
652,Donut,It024,Bakery,
653,Caramel Macchiato,It004,Drinks,Medium
653,Lemonade,It012,Drinks,Medium
653,Mocha,It006,Drinks,Medium
654,Iced Americano,It009,Drinks,Medium
654,Iced Mocha,It021,Drinks,Medium
655,Apple Pie,It025,Bakery,
655,Caramel Macchiato,It004,Drinks,Medium
655,White Mocha,It007,Drinks,Medium
655,Espresso,It005,Drinks,
656,Mocha,It006,Drinks,Medium
656,Flat White,It003,Drinks,
656,Carrot Cake,It026,Bakery,
656,Iced Americano,It009,Drinks,Medium
657,Espresso,It005,Drinks,
657,Tea,It019,Drinks,
658,Espresso,It005,Drinks,
658,Americano,It022,Drinks,Medium
659,Iced Americano,It009,Drinks,Medium
659,Apple Pie,It025,Bakery,
659,Sandwich Salami&Mozzarella,It013,Bakery,
659,Iced Mocha,It021,Drinks,Medium
660,Herbal Tea,It020,Drinks,
660,Apple Pie,It025,Bakery,
661,Apple Pie,It025,Bakery,
661,Donut,It024,Bakery,
661,Iced Latte,It010,Drinks,Medium
662,Cookie,It017,Bakery,
662,Lemonade,It012,Drinks,Medium
662,Sandwich Salami&Mozzarella,It013,Bakery,
662,Iced Mocha,It021,Drinks,Medium
663,Donut,It024,Bakery,
663,Iced Tea,It011,Drinks,Medium
663,Tea,It019,Drinks,
664,Croissant,It015,Bakery,
664,Latte,It002,Drinks,Medium
664,Carrot Cake,It026,Bakery,
665,Cookie,It017,Bakery,
665,Hot Chocolate,It008,Drinks,Medium
665,Iced Americano,It009,Drinks,Medium
666,Brownie,It016,Bakery,
666,Tea,It019,Drinks,
667,Cappuccino,It001,Drinks,Medium
667,Flat White,It003,Drinks,
667,Caramel Macchiato,It004,Drinks,Medium
668,Americano,It022,Drinks,Medium
668,Mocha,It006,Drinks,Medium
668,Carrot Cake,It026,Bakery,
669,Flat White,It003,Drinks,
669,Tea,It019,Drinks,
669,Iced Tea,It011,Drinks,Medium
670,Espresso,It005,Drinks,
670,Iced Americano,It009,Drinks,Medium
670,Sandwich Salami&Mozzarella,It013,Bakery,
671,Cappuccino,It001,Drinks,Medium
671,Toast,It014,Bakery,
672,Toast,It014,Bakery,
672,Cappuccino,It001,Drinks,Medium
672,Apple Pie,It025,Bakery,
672,Tea,It019,Drinks,
673,Latte,It002,Drinks,Medium
673,Flat White,It003,Drinks,
674,Iced Latte,It010,Drinks,Medium
674,Iced Americano,It009,Drinks,Medium
674,Brownie,It016,Bakery,
674,Croissant,It015,Bakery,
675,Flat White,It003,Drinks,
675,Carrot Cake,It026,Bakery,
676,Iced Americano,It009,Drinks,Medium
676,Brownie,It016,Bakery,
676,Sandwich Salami&Mozzarella,It013,Bakery,
677,Sandwich Salami&Mozzarella,It013,Bakery,
677,Latte,It002,Drinks,Medium
677,Iced Latte,It010,Drinks,Medium
677,Iced Mocha,It021,Drinks,Medium
678,Flat White,It003,Drinks,
678,Iced Latte,It010,Drinks,Medium
678,Iced Americano,It009,Drinks,Medium
679,Tea,It019,Drinks,
679,Iced Americano,It009,Drinks,Medium
679,Donut,It024,Bakery,
680,Sandwich Salami&Mozzarella,It013,Bakery,
680,Flat White,It003,Drinks,
681,Americano,It022,Drinks,Medium
681,Iced Latte,It010,Drinks,Medium
681,Croissant,It015,Bakery,
682,Herbal Tea,It020,Drinks,
682,Iced Americano,It009,Drinks,Medium
683,Cookie,It017,Bakery,
683,Mocha,It006,Drinks,Medium
683,Donut,It024,Bakery,
683,Herbal Tea,It020,Drinks,
684,Cheesecake,It018,Bakery,
684,Lemonade,It012,Drinks,Medium
685,Carrot Cake,It026,Bakery,
685,Flat White,It003,Drinks,
686,Apple Pie,It025,Bakery,
686,Iced Mocha,It021,Drinks,Medium
686,Tramisu,It023,Bakery,
687,Croissant,It015,Bakery,
687,Toast,It014,Bakery,
688,Croissant,It015,Bakery,
688,Iced Latte,It010,Drinks,Medium
689,Lemonade,It012,Drinks,Medium
689,Iced Mocha,It021,Drinks,Medium
689,Hot Chocolate,It008,Drinks,Medium
690,Carrot Cake,It026,Bakery,
690,Iced Latte,It010,Drinks,Medium
690,Brownie,It016,Bakery,
690,Herbal Tea,It020,Drinks,
691,Brownie,It016,Bakery,
691,Hot Chocolate,It008,Drinks,Medium
692,Caramel Macchiato,It004,Drinks,Medium
692,Tramisu,It023,Bakery,
693,Flat White,It003,Drinks,
693,Cheesecake,It018,Bakery,
693,Latte,It002,Drinks,Medium
693,Caramel Macchiato,It004,Drinks,Medium
694,Latte,It002,Drinks,Medium
694,Hot Chocolate,It008,Drinks,Medium
694,Iced Mocha,It021,Drinks,Medium
694,Iced Latte,It010,Drinks,Medium
695,Iced Mocha,It021,Drinks,Medium
695,Lemonade,It012,Drinks,Medium
695,Carrot Cake,It026,Bakery,
696,Sandwich Salami&Mozzarella,It013,Bakery,
696,Lemonade,It012,Drinks,Medium
696,Donut,It024,Bakery,
696,Hot Chocolate,It008,Drinks,Medium
697,Carrot Cake,It026,Bakery,
697,Cookie,It017,Bakery,
698,Iced Mocha,It021,Drinks,Medium
698,Mocha,It006,Drinks,Medium
698,Carrot Cake,It026,Bakery,
699,Caramel Macchiato,It004,Drinks,Medium
699,Sandwich Salami&Mozzarella,It013,Bakery,
699,Iced Latte,It010,Drinks,Medium
700,Mocha,It006,Drinks,Medium
700,Carrot Cake,It026,Bakery,
700,Hot Chocolate,It008,Drinks,Medium
701,White Mocha,It007,Drinks,Medium
701,Apple Pie,It025,Bakery,
701,Caramel Macchiato,It004,Drinks,Medium
702,Latte,It002,Drinks,Medium
702,Croissant,It015,Bakery,
702,Iced Mocha,It021,Drinks,Medium
703,Tea,It019,Drinks,
703,Brownie,It016,Bakery,
704,Mocha,It006,Drinks,Medium
704,Cheesecake,It018,Bakery,
705,Iced Latte,It010,Drinks,Medium
705,Iced Mocha,It021,Drinks,Medium
706,Caramel Macchiato,It004,Drinks,Medium
706,Lemonade,It012,Drinks,Medium
706,Iced Tea,It011,Drinks,Medium
707,Americano,It022,Drinks,Medium
707,White Mocha,It007,Drinks,Medium
708,Cheesecake,It018,Bakery,
708,Tramisu,It023,Bakery,
709,Flat White,It003,Drinks,
709,Cheesecake,It018,Bakery,
709,Hot Chocolate,It008,Drinks,Medium
710,Iced Tea,It011,Drinks,Medium
710,Herbal Tea,It020,Drinks,
710,White Mocha,It007,Drinks,Medium
710,Brownie,It016,Bakery,
711,Croissant,It015,Bakery,
711,Espresso,It005,Drinks,
711,Lemonade,It012,Drinks,Medium
711,Caramel Macchiato,It004,Drinks,Medium
712,Apple Pie,It025,Bakery,
712,Tramisu,It023,Bakery,
712,Cheesecake,It018,Bakery,
713,Tramisu,It023,Bakery,
713,Espresso,It005,Drinks,
713,Apple Pie,It025,Bakery,
713,Iced Latte,It010,Drinks,Medium
714,Iced Tea,It011,Drinks,Medium
714,Donut,It024,Bakery,
715,Toast,It014,Bakery,
715,Iced Tea,It011,Drinks,Medium
716,Brownie,It016,Bakery,
716,Sandwich Salami&Mozzarella,It013,Bakery,
717,Iced Americano,It009,Drinks,Medium
717,Sandwich Salami&Mozzarella,It013,Bakery,
717,Toast,It014,Bakery,
717,Mocha,It006,Drinks,Medium
718,Iced Americano,It009,Drinks,Medium
718,Donut,It024,Bakery,
719,Brownie,It016,Bakery,
719,Croissant,It015,Bakery,
719,Iced Americano,It009,Drinks,Medium
720,Carrot Cake,It026,Bakery,
720,Americano,It022,Drinks,Medium
721,Herbal Tea,It020,Drinks,
721,Iced Americano,It009,Drinks,Medium
722,Iced Mocha,It021,Drinks,Medium
722,Cookie,It017,Bakery,
723,Brownie,It016,Bakery,
723,Americano,It022,Drinks,Medium
724,Mocha,It006,Drinks,Medium
724,Flat White,It003,Drinks,
725,Cappuccino,It001,Drinks,Medium
725,Herbal Tea,It020,Drinks,
726,Apple Pie,It025,Bakery,
726,Iced Latte,It010,Drinks,Medium
727,Herbal Tea,It020,Drinks,
727,Donut,It024,Bakery,
727,Brownie,It016,Bakery,
728,Donut,It024,Bakery,
728,Mocha,It006,Drinks,Medium
729,Croissant,It015,Bakery,
729,Carrot Cake,It026,Bakery,
730,Cookie,It017,Bakery,
730,Hot Chocolate,It008,Drinks,Medium
730,Tramisu,It023,Bakery,
731,Tea,It019,Drinks,
731,Iced Mocha,It021,Drinks,Medium
731,Iced Americano,It009,Drinks,Medium
731,Carrot Cake,It026,Bakery,
732,White Mocha,It007,Drinks,Medium
732,Cookie,It017,Bakery,
732,Toast,It014,Bakery,
732,Iced Americano,It009,Drinks,Medium
733,Brownie,It016,Bakery,
733,Cappuccino,It001,Drinks,Medium
734,White Mocha,It007,Drinks,Medium
734,Croissant,It015,Bakery,
735,Americano,It022,Drinks,Medium
735,Cheesecake,It018,Bakery,
735,Brownie,It016,Bakery,
735,Lemonade,It012,Drinks,Medium
736,Donut,It024,Bakery,
736,Espresso,It005,Drinks,
737,Tea,It019,Drinks,
737,Hot Chocolate,It008,Drinks,Medium
737,Cheesecake,It018,Bakery,
738,Herbal Tea,It020,Drinks,
738,Mocha,It006,Drinks,Medium
738,Hot Chocolate,It008,Drinks,Medium
739,Croissant,It015,Bakery,
739,Americano,It022,Drinks,Medium
740,Hot Chocolate,It008,Drinks,Medium
740,White Mocha,It007,Drinks,Medium
740,Cappuccino,It001,Drinks,Medium
740,Flat White,It003,Drinks,
741,Donut,It024,Bakery,
741,Cappuccino,It001,Drinks,Medium
741,White Mocha,It007,Drinks,Medium
742,Mocha,It006,Drinks,Medium
742,Lemonade,It012,Drinks,Medium
742,Cheesecake,It018,Bakery,
743,Cookie,It017,Bakery,
743,Apple Pie,It025,Bakery,
743,Donut,It024,Bakery,
744,Tea,It019,Drinks,
744,Iced Tea,It011,Drinks,Medium
744,Tramisu,It023,Bakery,
744,Espresso,It005,Drinks,
745,Carrot Cake,It026,Bakery,
